schoolName,overallRecord,winPercent,conferenceRecord,conference,state,city,headCoach,coachPhone,nickname,rpiRanking,rosterDistribution,goalsFor,goalsAgainst,description,schoolUrl,schoolSize,undergradPopulation,inStateTuition,outOfStateTuition,address,facultyRatio,acceptanceLevel,acceptanceRate
Elon (Men's),9-6-4,0.60,3-1-1,Colonial Athletic Association,North Carolina,Elon,Chris Little,336-278-6746,Phoenix,Conference Standing: 6,"FR,SR,FR,SR,SO,JR,FR,JR,SO,JR,FR,JR,SO,FR,JR,SO,JR,FR,JR,FR,SO,SR,SR,FR,SR,SO,FR",22,17,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.elon.edu,Medium-sized,"5,782","$32,172","$32,172","2700 Campus Box - 100 Campus Drive, Elon, NC 27244",12:1,Somewhat selective,54
Hofstra (Men's),10-6-3,0.63,4-3-1,Colonial Athletic Association,New York,Hempstead,Richard Nuttall,516-369-4092,Pride,Conference Standing: 3,"FR,JR,SO,SO,SO,JR,SO,SO,SR,FR,FR,FR,SO,FR,SR,FR,SO,FR,JR,FR,SR,SO,SO",24,20,"A medium-sized, 4-year, private university. This coed college is located in a large city in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.hofstra.edu,Medium-sized,"6,904","$40,460","$40,460","100 Hofstra University, Hempstead, NY 11549",14:1,Somewhat selective,62
James Madison (Men's),10-8-4,0.56,4-3-0,Colonial Athletic Association,Virginia,Harrisonburg,Tom Martin,540-568-6518,Dukes,Conference Standing: 5,"JR,FR,JR,JR,JR,FR,SR,FR,JR,SR,SR,SR,FR,FR,SR,FR,FR,SR,FR,JR,SR,SO,JR,JR,FR,JR,SR,JR,SO",26,28,"A large, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.jmu.edu,Large,"19,144","$10,018","$25,142","800 South Main Street, Harrisonburg, VA 22807",16:1,Somewhat selective,66
Northeastern (Men's),8-11-1,0.42,4-2-1,Colonial Athletic Association,Massachusetts,Boston,Brian Ainscough,617-799-3141,Huskies,Conference Standing: 4,"SR,FR,JR,SR,SO,SR,FR,SO,SR,FR,SO,SO,FR,FR,SR,SO,SO,FR,FR,FR,JR,FR,SR,SO,FR",19,28,"A medium-sized, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a commuter campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.nsuok.edu,Medium-sized,"7,117","$5,285","$12,635","600 North Grand Avenue, Tahlequah, OK 74464",18:1,Less selective,75
UNC Wilmington (Men's),13-5-2,0.72,5-2-0,Colonial Athletic Association,North Carolina,Wilmington,Aidan Heaney,910-352-4925,Seahawks,Conference Standing: 2,"JR,SR,JR,JR,SR,SR,SR,SR,JR,SR,SO,SO,JR,SO,SR,JR,JR,JR,JR,JR,SO,SO",32,19,"A medium-sized, 4-year, public university. This coed college is located in a small city in an urban setting and is primarily a residential campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.uncw.edu,Medium-sized,"12,952","$6,392","$20,517","601 South College Road, Wilmington, NC 28403",17:1,Somewhat selective,59
Charlotte (Men's),14-4-1,0.78,6-2-1,Conference USA,North Carolina,Charlotte,Kevin Langan,,49ers,Conference Standing: 1,"JR,FR,SR,JR,FR,JR,SO,SO,SR,SO,FR,JR,JR,JR,FR,SR,SO,SO,FR,FR,FR,JR,FR,FR,FR,FR,FR",41,18,"A large, 4-year, public university. This coed college is located in a very large city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.uncc.edu,Large,"22,216","$6,277","$19,448","9201 University City Boulevard, Charlotte, NC 28223",--,Somewhat selective,64
Florida Atlantic (Men's),1-13-2,0.07,1-6-1,Conference USA,Florida,Boca Raton,Kos Donev,561-441-4550,Owls,Conference Standing: 9,"SR,SR,SR,SR,JR,SR,JR,SR,SR,SR,SR,SR,SR,SR,SR,SR,JR,SR,JR,JR,JR,JR,JR,JR",15,39,"A large, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a commuter campus. It offers certificate, associate, bachelor's, master's and doctoral degrees.",www.fau.edu,Large,"25,209","$6,039","$21,595","777 Glades Road, Boca Raton, FL 33431",24:1,Somewhat selective,66
Florida International (Men's),6-9-1,0.40,2-6-0,Conference USA,Florida,Miami,Scott Calabrese,305-348-1981,Panthers,Conference Standing: 8,"FR,FR,SR,SO,SR,SR,JR,SR,SO,SO,FR,JR,SO,FR,SO,SO,SO,FR,SR,SO,SO,FR,FR,FR,FR,FR,FR,JR",23,28,"A large, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers associate, bachelor's, master's and doctoral degrees.",www.fiu.edu,Large,"40,974","$6,497","$18,896","11200 SW 8th Street, Miami, FL 33199",26:1,Very selective,48
Kentucky (Men's),10-6-4,0.63,5-1-2,Conference USA,Kentucky,Lexington,Johan Cedergren,859-257-3838 Ext.,Wildcats,Conference Standing: 3,"JR,SO,SO,FR,SO,SO,SO,SO,FR,SR,SO,FR,JR,FR,FR,FR,SO,FR,SO,FR,JR,FR,FR,JR,SO,FR,FR",25,16,"A large, 4-year, public university. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers bachelor's, master's and doctoral degrees.",www.uky.edu,Large,"22,223","$10,464","$22,734","101 Main Building, Lexington, KY 40506",--,Less selective,92
Marshall (Men's),6-9-3,0.40,3-4-1,Conference USA,West Virginia,Huntington,Bob Gray,304-654-2390,Thundering Herd,Conference Standing: 6,"FR,FR,SO,JR,JR,SO,FR,SO,FR,SO,SO,SR,JR,SO,JR,JR,FR,SR,FR,SO,FR,JR,FR,JR",16,28,"A medium-sized, 4-year, public university. This coed college is located in a small city in an urban setting and is primarily a commuter campus. It offers associate, bachelor's, master's and doctoral degrees.",www.marshall.edu,Medium-sized,"9,536","$6,526","$14,446","One John Marshall Drive, Huntington, WV 25755",19:1,Less selective,77
New Mexico (Men's),11-6-1,0.65,4-4-0,Conference USA,New Mexico,Albuquerque,Jeremy Fishbein,505-925-5726,Lobos,Conference Standing: 5,"FR,FR,SR,SR,SR,SR,SR,JR,SR,JR,SR,SO,FR,FR,SO,SO,FR,SO,FR,JR,SO,FR,FR,FR,FR,FR",32,16,"A small, 4-year, public college of engineering and liberal arts college. This coed college is located in a small town in a rural setting and is primarily a residential campus. It offers associate, bachelor's, master's and doctoral degrees.",www.nmt.edu,Small,"1,633","$6,613","$19,137","801 Leroy Place, Socorro, NM 87801",--,Very selective,36
Monmouth (Men's),11-4-6,0.73,4-1-5,Metro Atlantic Athletic Conference,New Jersey,West Long Branch,Robert McCourt,732-585-6867,Hawks,Conference Standing: 4,"SO,SO,JR,SO,SO,SR,SR,SO,JR,SR,SO,SO,FR,SO,FR,FR,SR,SO,FR,JR,FR,JR,SR,JR,FR",27,11,"A medium-sized, 4-year, private university. This coed college is located in a small town in a suburban setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's and doctoral degrees.",www.monmouth.edu,Medium-sized,"4,634","$33,728","$33,728","400 Cedar Avenue, West Long Branch, NJ 07764",14:1,Somewhat selective,74
Niagara (Men's),5-11-3,0.31,2-6-2,Metro Atlantic Athletic Conference,New York,Niagara University,Eric Barnes,716-286-8666,Purple Eagles,Conference Standing: 9,"SR,SO,SR,SR,SR,SO,JR,JR,SR,SO,SR,FR,FR,SO,FR,JR,SO,JR,SR,JR",14,37,"A medium-sized, 4-year, private university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's and doctoral degrees.",www.niagara.edu,Medium-sized,"3,176","$29,900","$29,900","PO Box 2034, Niagara University, NY 14109",13:1,Somewhat selective,66
Quinnipiac (Men's),10-4-5,0.71,7-0-3,Metro Atlantic Athletic Conference,Connecticut,Hamden,Eric Da Costa,203-627-6353,Bobcats,Conference Standing: 1,"SR,JR,SR,SR,SO,SR,SO,SO,SO,SO,JR,JR,SR,JR,JR,SR,JR,SR,SO,JR,JR",26,16,"A medium-sized, 4-year, private university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.quinnipiac.edu,Medium-sized,"6,553","$42,270","$42,270","275 Mount Carmel Avenue, Hamden, CT 06518",11:1,Somewhat selective,66
Rider (Men's),9-7-2,0.56,6-4-0,Metro Atlantic Athletic Conference,New Jersey,Lawrenceville,,,Broncs,Conference Standing: 3,"SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,JR,SR,SR,SR,SR,SO,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR",40,23,"A medium-sized, 4-year, private university. This coed college is located in a small town in a suburban setting and is primarily a residential campus. It offers certificate, associate, bachelor's and master's degrees.",www.rider.edu,Medium-sized,"4,324","$38,360","$38,360","2083 Lawrenceville Road, Lawrenceville, NJ 08648",12:1,Somewhat selective,71
Saint Peter's (Men's),4-14-0,0.22,2-8-0,Metro Atlantic Athletic Conference,New Jersey,Jersey City,Julian Richens,201-674-3340,The Peacocks,Conference Standing: 10,"SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR",16,32,"A medium-sized, 4-year, private university. This coed college is located in a small city in an urban setting and is primarily a commuter campus. It offers associate, bachelor's, master's and doctoral degrees.",www.saintpeters.edu,Medium-sized,"2,506","$34,198","$34,198","2641 Kennedy Boulevard, Jersey City, NJ 07306",13:1,Somewhat selective,57
Siena College (Men's),10-8-2,0.56,5-3-2,Metro Atlantic Athletic Conference,New York,Loudonville,Cesar Markovic,518-786-5042,Saints,Conference Standing: 5,"FR,SO,JR,FR,FR,SO,SR,SO,JR,JR,SO,JR,FR,FR,JR,FR,SO,SO,FR,SR,JR,SO,SO,FR,SR,SO,JR,FR,SO,FR",21,24,"A medium-sized, 4-year, private liberal arts college. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's and master's degrees.",www.siena.edu,Medium-sized,"3,139","$33,615","$33,615","515 Loudon Road, Loudonville, NY 12211",11:1,Somewhat selective,58
Akron (Men's),13-6-2,0.68,4-1-0,Mid-American,Ohio,Akron,Jared Embick,,Zips,Conference Standing: 1,"JR,SR,FR,JR,FR,SO,SO,FR,SO,SO,FR,JR,FR,FR,FR,FR,FR,SO,JR,FR,SO,FR,SR,JR,FR,FR,FR,FR",37,17,"A small, 2-year, public branch campus and junior college. This coed college is located in a small town in a rural setting and is primarily a commuter campus. It offers certificate and associate degrees.",www.wayne.uakron.edu,Small,"2,090","$6,116","$14,457","1901 Smucker Road, Orrville, OH 44667",--,Open admission,
Bowling Green (Men's),14-6-1,0.70,2-2-1,Mid-American,Ohio,Bowling Green,Eric Nichols,614-657-3977,Falcons,Conference Standing: 3,"SO,SO,FR,JR,SR,JR,JR,FR,FR,SR,SO,FR,SO,FR,FR,FR,SO,SO,FR,SR,SO,JR,FR,FR",38,20,"A medium-sized, 4-year, public university. This coed college is located in a large town in a rural setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.bgsu.edu,Medium-sized,"14,099","$10,726","$18,034","220 McFall Center, Bowling Green, OH 43403",19:1,Somewhat selective,53
Buffalo (Men's),5-10-2,0.33,1-2-2,Mid-American,New York,Buffalo,Stu Riddle,716-645-3144,Bulls,Conference Standing: 5,"SR,SO,SO,FR,FR,SO,SO,JR,SO,JR,SO,SO,SO,SR,JR,SO,SO,FR,SR,FR,FR,FR,FR,JR",19,34,"A medium-sized, 4-year, public liberal arts college and teachers college/college of education. This coed college is located in a large city in an urban setting and is primarily a commuter campus. It offers bachelor's and master's degrees.",www.buffalostate.edu,Medium-sized,"9,475","$7,307","$16,997","1300 Elmwood Avenue, Buffalo, NY 14222",17:1,Somewhat selective,62
Northern Illinois (Men's),3-9-5,0.25,0-4-1,Mid-American,Illinois,DeKalb,Eric Luzzi,815-375-7576,Huskies,Conference Standing: 6,"FR,JR,SO,SO,FR,SO,SR,SR,SR,FR,SO,SO,SR,JR,FR,JR,FR,SR,JR,FR,FR,SO,SO,FR",17,26,"A large, 4-year, public university. This coed college is located in a large town in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.niu.edu,Large,"15,435","$11,992","$21,245","1425 West Lincoln Highway, DeKalb, IL 60115",15:1,Somewhat selective,51
West Virginia (Men's),11-7-1,0.61,3-1-1,Mid-American,West Virginia,Morgantown,Marlon LeBlanc,304-293-9889,Mountaineers,Conference Standing: 2,"SR,SO,SR,JR,JR,SO,SO,SO,SR,JR,FR,JR,JR,FR,SO,FR,SO,FR,FR,FR,FR,JR,FR,FR,FR,JR,SO,SO,FR",36,27,"A large, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.wvu.edu,Large,"22,563","$6,960","$20,424","1500 University Avenue, Morgantown, WV 26506",21:1,Less selective,86
Western Michigan (Men's),8-8-4,0.50,2-3-1,Mid-American,Michigan,Kalamazoo,Chad Wiseman,269-276-3584,Broncos,Conference Standing: 4,"SO,JR,JR,JR,SR,JR,SO,SO,SO,SR,SR,SR,JR,SR,SR,SR,SR,SO,SR,SO,SR,SR,SR,JR,SO,SR,SO",28,28,"A large, 4-year, public university. This coed college is located in a small city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.wmich.edu,Large,"18,889","$11,029","$25,713","1903 West Michigan Avenue, Kalamazoo, MI 49008",17:1,Less selective,84
Bradley (Men's),9-11-0,0.45,1-5-0,Missouri Valley,Illinois,Peoria,Jim DeRose,309-256-3199,Braves,Conference Standing: 6,"JR,SO,SO,SR,SO,SR,JR,JR,SR,JR,JR,JR,SO,SO,SR,SO",29,31,"A medium-sized, 4-year, private university. This coed college is located in a large city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.bradley.edu,Medium-sized,"4,588","$31,480","$31,480","1501 West Bradley Avenue, Peoria, IL 61625",12:1,Somewhat selective,64
Central Arkansas (Men's),2-13-1,0.13,0-5-1,Missouri Valley,Arkansas,Conway,Ross Duncan,501-328-0279,Bears,Conference Standing: 7,"JR,JR,FR,SR,SR,SR,SO,SO,FR,FR,SR,JR,SO,FR,FR,FR,JR,SO,SO,FR,FR,SO,SO,SR,FR",10,34,"A medium-sized, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers associate, bachelor's, master's and doctoral degrees.",www.uca.edu,Medium-sized,"9,842","$7,889","$13,806","201 Donaghey Avenue, Conway, AR 72035",--,Less selective,94
Drake (Men's),5-11-3,0.31,3-3-0,Missouri Valley,Iowa,Des Moines,Sean Holmes,515-208-8288,Bulldogs,Conference Standing: 4,"JR,SO,FR,FR,FR,SO,JR,FR,JR,SO,JR,FR,FR,JR,SO,FR,FR,FR,SR,SO,FR,SO,JR,JR,FR,FR,SO,FR,SO,FR",18,34,"A medium-sized, 4-year, private university. This coed college is located in a large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.drake.edu,Medium-sized,"3,364","$33,696","$33,696","2507 University Avenue, Des Moines, IA 50311",12:1,Somewhat selective,69
Evansville (Men's),6-11-1,0.35,4-2-0,Missouri Valley,Indiana,Evansville,Mike Jacobs,812-760-4354,Purple Aces,Conference Standing: 3,"SO,FR,JR,SR,JR,SO,JR,SR,SR,SR,JR,SR,SR,FR,SR,JR,SR,SR,SO,SR,JR,FR,FR,SO,SO,SO,FR,FR,FR,FR",24,30,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a small city in an urban setting and is primarily a residential campus. It offers associate, bachelor's, master's and doctoral degrees.",www.evansville.edu,Medium-sized,"2,420","$32,946","$32,946","1800 Lincoln Avenue, Evansville, IN 47722",14:1,Less selective,83
Loyola-Chicago (Men's),8-6-6,0.57,2-2-2,Missouri Valley,Illinois,Chicago,,,Ramblers,Conference Standing: 5,"SR,SO,JR,JR,FR,SR,JR,FR,SR,JR,JR,FR,FR,SR,SO,SR,FR,FR,FR,SR,JR,JR,SO,FR,FR,SO,FR",21,18,"A medium-sized, 4-year, private university. This coed college is located in a very large city in an urban setting and is primarily a residential campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.luc.edu,Medium-sized,"10,322","$40,426","$40,426","1032 West Sheridan Road, Chicago, IL 60660",14:1,Somewhat selective,63
Missouri State (Men's),9-5-4,0.64,4-0-2,Missouri Valley,Missouri,Springfield,Jon Leamy,417-353-0130,Bears,Conference Standing: 1,"SR,JR,SR,SR,JR,JR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,JR,JR,SR,JR,SR,SR,JR",16,11,"A large, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers certificate, bachelor's, master's and doctoral degrees.",www.missouristate.edu,Large,"18,517","$7,008","$13,668","901 South National Avenue, Springfield, MO 65897",20:1,Less selective,85
SIUE (Men's),8-9-4,0.47,4-1-1,Missouri Valley,Illinois,Edwardsville,Scott Donnelly,618-650-2476,Cougars,Conference Standing: 2,"SR,SO,JR,SR,SR,SO,SR,JR,SR,SO,JR,FR,FR,JR,JR,JR,FR,SO,JR,FR,JR,FR,FR,FR,FR,SO",28,25,"A medium-sized, 4-year, public university. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.siue.edu,Medium-sized,"11,421","$9,738","$20,682","1 Hairpin Dr, Edwardsville, IL 62026",19:1,Less selective,87
Bryant (Men's),9-5-3,0.64,5-0-2,Northeast,Rhode Island,Smithfield,Seamus Purcell,401-569-1905,Bulldogs,Conference Standing: 3,"JR,JR,SO,FR,SO,FR,FR,JR,JR,FR,SR,JR,FR,FR,SO,FR,SR,JR,SR,SR,SR,JR,FR,SO,JR,FR",24,22,"A medium-sized, 4-year, private college of business and liberal arts college. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's and master's degrees.",www.bryant.edu,Medium-sized,"3,320","$39,808","$39,808","1150 Douglas Pike, Smithfield, RI 02917",14:1,Less selective,75
Central Connecticut (Men's),5-10-2,0.33,1-5-1,Northeast,Connecticut,New Britain,Shaun Green,860-832-3051,Blue Devils,Conference Standing: 7,"JR,SR,JR,JR,JR,SR,JR,SR,SO,JR,FR,JR,FR,SR,SO,FR,FR,SR,FR,SO,FR,JR,SR,SR,FR,SR,FR,JR,FR",17,28,"A medium-sized, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a commuter campus. It offers bachelor's, master's and doctoral degrees.",www.ccsu.edu,Medium-sized,"9,871","$10,460","$21,570","1615 Stanley Street, New Britain, CT 06050",15:1,Somewhat selective,60
Fairleigh Dickinson (Men's),4-12-2,0.25,2-4-1,Northeast,New Jersey,Teaneck,Seth Roland,201-906-0626,Knights,Conference Standing: 6,"SO,JR,FR,JR,JR,JR,FR,JR,SR,SR,JR,FR,FR,JR,SR,FR,SO,SO,FR,SR,SR,JR,FR,FR,FR,FR,FR,FR",17,34,"A medium-sized, 4-year, private university. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.fdu.edu,Medium-sized,"2,402","$39,092","$39,092","285 Madison Avenue, Madison, NJ 07940",--,Less selective,81
LIU Brooklyn (Men's),5-12-0,0.29,4-4-0,Northeast,New York,Brooklyn,TJ Kostecky,917-273-5576,LIU Brooklyn,Conference Standing: 4,"SR,SR,SR,JR,SR,SR,SO,SO,SR,SR,SR,SO,JR,SR,JR,SO,FR,FR,FR,FR,FR,SO,FR",22,34,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers associate, bachelor's, master's and doctoral degrees.",http://liu.edu/brooklyn,Medium-sized,"4,871","$34,852","$34,852","1 University Plaza, Brooklyn, NY 11201",14:1,Less selective,86
Robert Morris (Men's),7-9-2,0.44,2-4-1,Northeast,Pennsylvania,Moon Township,Bill Denniston,412-303-2435,Colonials,Conference Standing: 5,"SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,JR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,JR",26,25,"A medium-sized, 4-year, private university. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.rmu.edu,Medium-sized,"4,574","$27,194","$27,194","6001 University Boulevard, Moon Township, PA 15108",15:1,Less selective,76
Sacred Heart (Men's),0-16-2,0.00,0-6-1,Northeast,Connecticut,Fairfield,Joe Barroso,203-218-2318,Pioneers,Conference Standing: 8,"SR,SR,SR,SR,SR,SR,SR,JR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR,SR",11,39,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a large town in a suburban setting and is primarily a residential campus. It offers associate, bachelor's, master's and doctoral degrees.",www.sacredheart.edu,Medium-sized,"4,997","$37,170","$37,170","5151 Park Avenue, Fairfield, CT 06825",15:1,Somewhat selective,57
Saint Francis (PA) (Men's),13-6-1,0.68,7-2-0,Northeast,Pennsylvania,Loretto,Michael Casper,814-330-8737,The Red Flash,Conference Standing: 1,"SR,JR,SR,SR,SR,SR,SR,SR,SR,SR,JR,SO,SR,SR,JR,SR,SR,JR,JR,JR,JR,SR,SR,JR,JR,SR",27,19,"A small, 4-year, private university and liberal arts college. This coed college is located in a rural community in a rural setting and is primarily a residential campus. It offers associate, bachelor's, master's and doctoral degrees.",www.francis.edu,Small,"1,722","$32,128","$32,128","117 Evergreen Drive, Loretto, PA 15940",13:1,Somewhat selective,69
St. Francis Brooklyn (Men's),11-6-4,0.65,5-1-2,Northeast,New York,Brooklyn Heights,Tom Giovatto,347-731-4743,Terriers,Conference Standing: 2,"JR,SR,SO,SR,FR,SO,FR,JR,SO,FR,FR,FR,JR,JR,FR,JR,SO,FR,FR,JR",27,17,"A medium-sized, 4-year, private liberal arts college. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers associate, bachelor's and master's degrees.",www.sfc.edu,Medium-sized,"2,671","$23,800","$23,800","180 Remsen Street, Brooklyn Heights, NY 11201",17:1,Less selective,77
California (Men's),12-9-1,0.57,5-5-1,Pacific 12,California,Berkeley,Kevin Grimes,510-642-5916,Golden Bears,Conference Standing: 4,"SR,SO,SR,FR,SR,SO,SO,FR,SR,SR,FR,FR,FR,SR,SO,SR,FR,FR,FR,FR,SR,FR,JR,SR,FR,FR",55,44,"A medium-sized, 4-year, public university. This coed college is located in a small town in a rural setting and is primarily a residential campus. It offers certificate, associate, bachelor's and master's degrees.",www.calu.edu,Medium-sized,"6,076","$9,556","$12,966","250 University Avenue, California, PA 15419",19:1,Somewhat selective,74
Oregon State (Men's),12-8-1,0.60,4-5-1,Pacific 12,Oregon,Corvallis,Steve Simmons,541-207-2186,Beavers,Conference Standing: 5,"JR,FR,SR,FR,JR,SO,SR,SR,SO,SO,SO,JR,SO",40,21,"A large, 4-year, public university. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.oregonstate.edu,Large,"23,903","$9,422","$26,594","104 Kerr Administration Building, Corvallis, OR 97331",19:1,Less selective,78
San Diego State (Men's),7-12-0,0.37,1-9-0,Pacific 12,California,San Diego,Lev Kirshner,619-594-0136,Aztecs,Conference Standing: 6,"FR,JR,FR,JR,JR,JR,FR,SR,JR,FR,FR,FR,SO,FR,SO,FR,SR,SO,FR,FR,FR,FR,SO,JR,SO,SO,FR,SR,FR,FR,FR",22,28,"A large, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a commuter campus. It offers bachelor's, master's and doctoral degrees.",www.sdsu.edu,Large,"28,362","$6,976","$18,136","5500 Campanile Drive, San Diego, CA 92182",28:1,Very selective,34
Stanford (Men's),13-3-3,0.81,6-1-3,Pacific 12,California,Stanford,Jeremy Gunn,650-723-9375,Cardinal,Conference Standing: 1,"SO,FR,JR,FR,JR,SO,JR,SO,SO,FR,FR,FR,SO,SR,JR,SR,SR,FR,SR,SR,FR,FR,JR,FR,SO,FR,FR,SO",34,17,"A medium-sized, 4-year, private university and liberal arts college. This coed college is located in a small city in a suburban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.stanford.edu,Medium-sized,"7,089","$46,320","$46,320","450 Serra Mall, Stanford, CA 94305",4:1,Most selective,5
UCLA (Men's),14-4-6,0.78,6-2-2,Pacific 12,California,Los Angeless,Jorge Salcedo,310-825-1777,Bruins,Conference Standing: 2,"FR,SR,JR,SO,FR,SR,JR,SO,SO,FR,SR,JR,SO,SO,FR,JR,FR,FR,SO,JR,SR,SO,SO,SO,FR,FR,JR,JR",39,24,"A large, 4-year, public university. This coed college is located in a very large city in an urban setting and is primarily a residential campus. It offers bachelor's, master's and doctoral degrees.",www.ucla.edu,Large,"29,633","$13,029","$35,907","405 Hilgard Avenue, Box 951405, Los Angeles, CA 90095",17:1,Most selective,19
Washington (Men's),12-5-3,0.71,5-4-1,Pacific 12,Washington,Seattle,Jamie Clark,206-409-7922,Huskies,Conference Standing: 3,"JR,SR,SR,JR,SO,FR,SO,SO,JR,JR,SO,SR,FR,SO,JR,JR,FR,SO,FR,FR,SR,FR,SO,SO,SR,FR,FR,FR,FR",38,25,"A medium-sized, 4-year, private university. This coed college is located in a large city in a suburban setting and is primarily a residential campus. It offers certificate, associate, bachelor's, master's and doctoral degrees.",www.wustl.edu,Medium-sized,"7,401","$48,093","$48,093","Campus Box 1089, One Brookings Drive, St. Louis, MO 63130",8:1,Most selective,17
